route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
106-5065,BT 26_27-44106,38815529-BT 26_27-44106,"Mt Ommaney Shopping Centre",1,,1060012
345-5065,BT 26_27-44106,38815530-BT 26_27-44106,"Aspley Hypermarket",1,,3450036
61-5065,BT 26_27-44106,38815531-BT 26_27-44106,"Ashgrove Village",1,,610039
199-5065,BT 26_27-44106,38815532-BT 26_27-44106,"Teneriffe, Commercial Rd",0,,1990086
425-5065,BT 26_27-44106,38815533-BT 26_27-44106,"Kenmore Village, Cedarleigh Rd",1,,4250022
180-5065,BT 26_27-44106,38815534-BT 26_27-44106,"Garden City interchange",1,,1800016
234-5065,BT 26_27-44106,38815535-BT 26_27-44106,"Woolloongabba to City loop",0,,2340009
150-5065,BT 26_27-44106,38815536-BT 26_27-44106,"Browns Plains station",1,,1500068
100-5065,BT 26_27-44106,38815537-BT 26_27-44106,"Forest Lake Village",1,,1000059
322-5065,BT 26_27-44106,38815538-BT 26_27-44106,"City, Adelaide St Stop 47",0,,3220038
599-5065,BT 26_27-44106,38815539-BT 26_27-44106,"Chermside Interchange",0,,5990047
60-5065,BT 26_27-44106,38815540-BT 26_27-44106,"West End Ferry",1,,600075
372-5065,BT 26_27-44106,38815541-BT 26_27-44106,"Ashgrove Marketplace",1,,3720158
300-5065,BT 26_27-44106,38815542-BT 26_27-44106,"Toombul Interchange",1,,3000041
120-5065,BT 26_27-44106,38815543-BT 26_27-44106,"Queen Street station",0,,1200018
310-5065,BT 26_27-44106,38815544-BT 26_27-44106,"City, Edward St",0,,3100025
411-5065,BT 26_27-44106,38815545-BT 26_27-44106,"City, Adelaide St",0,,4110049
200-5065,BT 26_27-44106,38815546-BT 26_27-44106,"Queen Street station",0,,2000044
230-5065,BT 26_27-44106,38815547-BT 26_27-44106,"Bulimba, Apollo Rd",1,,2300029
430-5065,BT 26_27-44106,38815548-BT 26_27-44106,"City, Adelaide St",0,,4300039
204-5065,BT 26_27-44106,38815549-BT 26_27-44106,"Carina, Clem Jones Centre",1,,2040642
453-5065,BT 26_27-44106,38815550-BT 26_27-44106,"Queen Street station",0,,4530048
358-5065,BT 26_27-44106,38815551-BT 26_27-44106,"Strathpine bus station",1,,3580040
373-5065,BT 26_27-44106,38815552-BT 26_27-44106,"Ashgrove Marketplace",1,,3730072
412-5065,BT 26_27-44106,38815553-BT 26_27-44106,"St Lucia South",1,,4120005
139-5065,BT 26_27-44106,38815554-BT 26_27-44106,"UQ Lakes station",0,,1390013
412-5065,BT 26_27-44106,38815555-BT 26_27-44106,"City, Roma St",0,,4120003
475-5065,BT 26_27-44106,38815556-BT 26_27-44106,"Rainworth, Leworthy St",1,,4750028
132-5065,BT 26_27-44106,38815557-BT 26_27-44106,"Parkinson, Algester Rd",1,,1320009
378-5065,BT 26_27-44106,38815558-BT 26_27-44106,"Elizabeth Street Stop 87 near Edward St",0,,3780009
199-5065,BT 26_27-44106,38815559-BT 26_27-44106,"West End Ferry",1,,1990085
300-5065,BT 26_27-44106,38815560-BT 26_27-44106,"Queensland Theatre",0,,3000040
230-5065,BT 26_27-44106,38815561-BT 26_27-44106,"Fortitude Valley, Wickham St",0,,2300027
196-5065,BT 26_27-44106,38815562-BT 26_27-44106,"New Farm, Mountford Rd",0,,1960068
180-5065,BT 26_27-44106,38815563-BT 26_27-44106,"Queen Street station",0,,1800017
310-5065,BT 26_27-44106,38815564-BT 26_27-44106,"Brighton, Hornibrook Hwy",1,,3100024
120-5065,BT 26_27-44106,38815565-BT 26_27-44106,"Garden City interchange",1,,1200017
215-5065,BT 26_27-44106,38815566-BT 26_27-44106,"Fortitude Valley, Wickham St",0,,2150034
130-5065,BT 26_27-44106,38815567-BT 26_27-44106,"Stretton, Gowan Rd",1,,1300043
444-5065,BT 26_27-44106,38815568-BT 26_27-44106,"Moggill, Moggill Rd",1,,4440064
444-5065,BT 26_27-44106,38815569-BT 26_27-44106,"Queensland Theatre",0,,4440099
100-5065,BT 26_27-44106,38815570-BT 26_27-44106,"Queen Street station",0,,1000060
113-5065,BT 26_27-44106,38815571-BT 26_27-44106,"PA Hospital station",0,,1130046
220-5065,BT 26_27-44106,38815572-BT 26_27-44106,"Pandanus Beach",1,,2200017
105-5065,BT 26_27-44106,38815573-BT 26_27-44106,"Indooroopilly Interchange",1,,1050030
306-5065,BT 26_27-44106,38815574-BT 26_27-44106,"Nudgee, Queens Rd",1,,3060152
335-5065,BT 26_27-44106,38815575-BT 26_27-44106,"City, Queen St",0,,3350015
428-5065,BT 26_27-44106,38815576-BT 26_27-44106,"Indooroopilly, Market St",1,,4280019
222-5065,BT 26_27-44106,38815577-BT 26_27-44106,"Carindale interchange",1,,2220025
210-5065,BT 26_27-44106,38815578-BT 26_27-44106,"Fortitude Valley, Ballow St",0,,2100026
460-5065,BT 26_27-44106,38815579-BT 26_27-44106,"Queen Street station",0,,4600062
60-5065,BT 26_27-44106,38815580-BT 26_27-44106,"Teneriffe Ferry",0,,600076
340-5065,BT 26_27-44106,38815581-BT 26_27-44106,"Woolloongabba station",0,,3400056
362-5065,BT 26_27-44106,38815582-BT 26_27-44106,"Brookside Shopping Centre",0,,3620037
414-5065,BT 26_27-44106,38815583-BT 26_27-44106,"Indooroopilly Interchange",1,,4140009
385-5065,BT 26_27-44106,38815584-BT 26_27-44106,"The Gap park 'n' ride",1,,3850049
192-5065,BT 26_27-44106,38815585-BT 26_27-44106,"King Arthur Tce - Tennyson",1,,1920110
222-5065,BT 26_27-44106,38815586-BT 26_27-44106,"Roma Street station",0,,2220024
390-5065,BT 26_27-44106,38815587-BT 26_27-44106,"Brookside Shopping Centre",1,,3900035
415-5065,BT 26_27-44106,38815588-BT 26_27-44106,"Indooroopilly Interchange",1,,4150022
139-5065,BT 26_27-44106,38815589-BT 26_27-44106,"Sunnybank Hills, Calam Rd",1,,1390012
390-5065,BT 26_27-44106,38815590-BT 26_27-44106,"City, Queen St",0,,3900034
199-5065,BT 26_27-44106,38815591-BT 26_27-44106,"Teneriffe, Commercial Rd",0,,1990086
77-5065,BT 26_27-44106,38815592-BT 26_27-44106,"Chermside, Hamilton Rd",0,,770007
453-5065,BT 26_27-44106,38815593-BT 26_27-44106,"Mt Ommaney Shopping Centre",1,,4530049
123-5065,BT 26_27-44106,38815594-BT 26_27-44106,"Garden City interchange",0,,1230018
140-5065,BT 26_27-44106,38815595-BT 26_27-44106,"Queen Street station",0,,1400052
227-5065,BT 26_27-44106,38815596-BT 26_27-44106,"Wynnum Plaza",1,,2270010
203-5065,BT 26_27-44106,38815597-BT 26_27-44106,"PA Hospital, Lower Level Westbound",0,,2030036
123-5065,BT 26_27-44106,38815598-BT 26_27-44106,"Griffith University station",1,,1230016
360-5065,BT 26_27-44106,38815599-BT 26_27-44106,"Elizabeth Street Stop 87 near Edward St",0,,3600030
227-5065,BT 26_27-44106,38815600-BT 26_27-44106,"City, Edward St",0,,2270012
203-5065,BT 26_27-44106,38815601-BT 26_27-44106,"Carindale interchange",1,,2030035
60-5065,BT 26_27-44106,38815602-BT 26_27-44106,"West End Ferry",1,,600075
380-5065,BT 26_27-44106,38815603-BT 26_27-44106,"Spring Hill, Wickham Tce",0,,3800036
212-5065,BT 26_27-44106,38815604-BT 26_27-44106,"Carindale interchange",1,,2120015
200-5065,BT 26_27-44106,38815605-BT 26_27-44106,"Carindale Heights, Cribb Rd E",1,,2000045
301-5065,BT 26_27-44106,38815606-BT 26_27-44106,"Toombul Interchange",1,,3010050
130-5065,BT 26_27-44106,38815607-BT 26_27-44106,"Queen Street station",0,,1300044
445-5065,BT 26_27-44106,38815608-BT 26_27-44106,"Fig Tree Pocket",1,,4450066
140-5065,BT 26_27-44106,38815609-BT 26_27-44106,"Browns Plains station",1,,1400051
204-5065,BT 26_27-44106,38815610-BT 26_27-44106,"Fortitude Valley, Warner St",0,,2040643
425-5065,BT 26_27-44106,38815611-BT 26_27-44106,"City, Adelaide St",0,,4250023
340-5065,BT 26_27-44106,38815612-BT 26_27-44106,"Carseldine station",1,,3400055
150-5065,BT 26_27-44106,38815613-BT 26_27-44106,"Queen Street station",0,,1500067
412-5065,BT 26_27-44106,38815614-BT 26_27-44106,"St Lucia South",1,,4120005
385-5065,BT 26_27-44106,38815615-BT 26_27-44106,"Queen Street station",0,,3850045
306-5065,BT 26_27-44106,38815616-BT 26_27-44106,"City, Adelaide St Stop 47",0,,3060144
61-5065,BT 26_27-44106,38815617-BT 26_27-44106,"Coorparoo, Old Cleveland Rd",0,,610037
196-5065,BT 26_27-44106,38815618-BT 26_27-44106,"Fairfield Gardens",1,,1960069
427-5065,BT 26_27-44106,38815619-BT 26_27-44106,"Indooroopilly interchange",1,,4270005
412-5065,BT 26_27-44106,38815620-BT 26_27-44106,"City, Roma St",0,,4120003
60-5065,BT 26_27-44106,38815621-BT 26_27-44106,"Teneriffe Ferry",0,,600076
476-5065,BT 26_27-44106,38815622-BT 26_27-44106,"Spring Hill, Wickham Tce",0,,4760017
369-5065,BT 26_27-44106,38815623-BT 26_27-44106,"Mitchelton station",1,,3690005
345-5065,BT 26_27-44106,38815624-BT 26_27-44106,"Aspley Hypermarket",1,,3450036
470-5065,BT 26_27-44106,38815625-BT 26_27-44106,"Toowong Village",1,,4700025
61-5065,BT 26_27-44106,38815626-BT 26_27-44106,"Ashgrove Village",1,,610039
199-5065,BT 26_27-44106,38815627-BT 26_27-44106,"West End Ferry",1,,1990085
350-5065,BT 26_27-44106,38815628-BT 26_27-44106,"Aspley Hypermarket",1,,3500024
198-5065,BT 26_27-44106,38815629-BT 26_27-44106,"South Brisbane, Mollison St",0,,1980003
599-5065,BT 26_27-44106,38815630-BT 26_27-44106,"Dean St",0,,5990048
301-5065,BT 26_27-44106,38815631-BT 26_27-44106,"City, Adelaide St Stop 47",0,,3010046
180-5065,BT 26_27-44106,38815632-BT 26_27-44106,"Garden City interchange",1,,1800016
454-5065,BT 26_27-44106,38815633-BT 26_27-44106,"Queen Street station",0,,4540022
360-5065,BT 26_27-44106,38815634-BT 26_27-44106,"Brookside Shopping Centre",1,,3600024
150-5065,BT 26_27-44106,38815635-BT 26_27-44106,"Browns Plains station",1,,1500068
100-5065,BT 26_27-44106,38815636-BT 26_27-44106,"Forest Lake Village",1,,1000059
590-5065,BT 26_27-44106,38815637-BT 26_27-44106,"Toombul Interchange",0,,5900007
460-5065,BT 26_27-44106,38815638-BT 26_27-44106,"Heathwood, Parkwood Dr",1,,4600063
120-5065,BT 26_27-44106,38815639-BT 26_27-44106,"Queen Street station",0,,1200018
220-5065,BT 26_27-44106,38815640-BT 26_27-44106,"Fortitude Valley, Wickham St",0,,2200016
200-5065,BT 26_27-44106,38815641-BT 26_27-44106,"Queen Street station",0,,2000044
204-5065,BT 26_27-44106,38815642-BT 26_27-44106,"Carina, Clem Jones Centre",1,,2040642
325-5065,BT 26_27-44106,38815643-BT 26_27-44106,"City, Queen St",0,,3250017
428-5065,BT 26_27-44106,38815644-BT 26_27-44106,"Uni of QLD Chancellors Place",0,,4280025
235-5065,BT 26_27-44106,38815645-BT 26_27-44106,"Bulimba, Apollo Rd",1,,2350037
468-5065,BT 26_27-44106,38815646-BT 26_27-44106,"Station Rd near Coonan St, stop 23",0,,4680020
471-5065,BT 26_27-44106,38815647-BT 26_27-44106,"Spring Hill, Wickham Tce",0,,4710029
321-5065,BT 26_27-44106,38815648-BT 26_27-44106,"Toombul Interchange",1,,3210015
199-5065,BT 26_27-44106,38815649-BT 26_27-44106,"Teneriffe, Commercial Rd",0,,1990086
235-5065,BT 26_27-44106,38815650-BT 26_27-44106,"Fortitude Valley, Wickham St",0,,2350036
212-5065,BT 26_27-44106,38815651-BT 26_27-44106,"Fortitude Valley, Ballow St",0,,2120016
454-5065,BT 26_27-44106,38815652-BT 26_27-44106,"Riverhills West",1,,4540023
196-5065,BT 26_27-44106,38815653-BT 26_27-44106,"New Farm, Mountford Rd",0,,1960068
180-5065,BT 26_27-44106,38815654-BT 26_27-44106,"Queen Street station",0,,1800017
350-5065,BT 26_27-44106,38815655-BT 26_27-44106,"City, Queen St",0,,3500021
120-5065,BT 26_27-44106,38815656-BT 26_27-44106,"Garden City interchange",1,,1200017
130-5065,BT 26_27-44106,38815657-BT 26_27-44106,"Stretton, Gowan Rd",1,,1300043
444-5065,BT 26_27-44106,38815658-BT 26_27-44106,"Moggill, Moggill Rd",1,,4440064
113-5065,BT 26_27-44106,38815659-BT 26_27-44106,"Mt Gravatt Central Fair",1,,1130043
444-5065,BT 26_27-44106,38815660-BT 26_27-44106,"Queensland Theatre",0,,4440099
346-5065,BT 26_27-44106,38815661-BT 26_27-44106,"City, Queen St",0,,3460042
100-5065,BT 26_27-44106,38815662-BT 26_27-44106,"Queen Street station",0,,1000060
60-5065,BT 26_27-44106,38815663-BT 26_27-44106,"West End Ferry",1,,600075
222-5065,BT 26_27-44106,38815664-BT 26_27-44106,"Carindale interchange",1,,2220025
378-5065,BT 26_27-44106,38815665-BT 26_27-44106,"Ashgrove Marketplace",1,,3780014
300-5065,BT 26_27-44106,38815666-BT 26_27-44106,"Toombul Interchange",1,,3000041
417-5065,BT 26_27-44106,38815667-BT 26_27-44106,"City, Adelaide St",0,,4170010
470-5065,BT 26_27-44106,38815668-BT 26_27-44106,"Spring Hill, Wickham Tce",0,,4700026
223-5065,BT 26_27-44106,38815669-BT 26_27-44106,"Wynnum Plaza",0,,2230009
340-5065,BT 26_27-44106,38815670-BT 26_27-44106,"Woolloongabba station",0,,3400056
412-5065,BT 26_27-44106,38815671-BT 26_27-44106,"St Lucia South",1,,4120005
432-5065,BT 26_27-44106,38815672-BT 26_27-44106,"Kenmore Central",1,,4320015
320-5065,BT 26_27-44106,38815673-BT 26_27-44106,"Chermside Interchange",1,,3200013
412-5065,BT 26_27-44106,38815674-BT 26_27-44106,"City, Roma St",0,,4120003
385-5065,BT 26_27-44106,38815675-BT 26_27-44106,"The Gap park 'n' ride",1,,3850049
60-5065,BT 26_27-44106,38815676-BT 26_27-44106,"Teneriffe Ferry",0,,600076
369-5065,BT 26_27-44106,38815677-BT 26_27-44106,"Toombul Interchange",0,,3690001
222-5065,BT 26_27-44106,38815678-BT 26_27-44106,"Roma Street station",0,,2220024
390-5065,BT 26_27-44106,38815679-BT 26_27-44106,"Brookside Shopping Centre",1,,3900035
320-5065,BT 26_27-44106,38815680-BT 26_27-44106,"City, Adelaide St Stop 47",0,,3200011
152-5065,BT 26_27-44106,38815681-BT 26_27-44106,"Garden City interchange",0,,1520008
390-5065,BT 26_27-44106,38815682-BT 26_27-44106,"City, Queen St",0,,3900034
199-5065,BT 26_27-44106,38815683-BT 26_27-44106,"West End Ferry",1,,1990085
300-5065,BT 26_27-44106,38815684-BT 26_27-44106,"Queensland Theatre",0,,3000040
140-5065,BT 26_27-44106,38815685-BT 26_27-44106,"Queen Street station",0,,1400052
433-5065,BT 26_27-44106,38815686-BT 26_27-44106,"City, Adelaide St",0,,4330037
359-5065,BT 26_27-44106,38815687-BT 26_27-44106,"Eatonvale, Queen Elizabeth Dr",1,,3590036
359-5065,BT 26_27-44106,38815688-BT 26_27-44106,"City, Queen St",0,,3590035
346-5065,BT 26_27-44106,38815689-BT 26_27-44106,"Carseldine, Graham Rd Shops",1,,3460043
590-5065,BT 26_27-44106,38815690-BT 26_27-44106,"Garden City interchange",1,,5900008
306-5065,BT 26_27-44106,38815691-BT 26_27-44106,"City, Adelaide St Stop 47",0,,3060151
398-5065,BT 26_27-44106,38815692-BT 26_27-44106,"Mitchelton station",0,,3980015
210-5065,BT 26_27-44106,38815693-BT 26_27-44106,"Cannon Hill interchange",1,,2100027
200-5065,BT 26_27-44106,38815694-BT 26_27-44106,"Carindale Heights, Cribb Rd E",1,,2000045
130-5065,BT 26_27-44106,38815695-BT 26_27-44106,"Queen Street station",0,,1300044
381-5065,BT 26_27-44106,38815696-BT 26_27-44106,"The Gap, Waterworks Rd",1,,3810035
140-5065,BT 26_27-44106,38815697-BT 26_27-44106,"Browns Plains station",1,,1400051
204-5065,BT 26_27-44106,38815698-BT 26_27-44106,"Fortitude Valley, Warner St",0,,2040643
337-5065,BT 26_27-44106,38815699-BT 26_27-44106,"Chermside Interchange",1,,3370018
340-5065,BT 26_27-44106,38815700-BT 26_27-44106,"Carseldine station",1,,3400055
150-5065,BT 26_27-44106,38815701-BT 26_27-44106,"Queen Street station",0,,1500067
398-5065,BT 26_27-44106,38815702-BT 26_27-44106,"Ferny Grove station",1,,3980011
104-5065,BT 26_27-44106,38815703-BT 26_27-44106,"PA Hospital station",0,,1040038
385-5065,BT 26_27-44106,38815704-BT 26_27-44106,"Queen Street station",0,,3850045
61-5065,BT 26_27-44106,38815705-BT 26_27-44106,"Coorparoo, Old Cleveland Rd",0,,610037
196-5065,BT 26_27-44106,38815706-BT 26_27-44106,"Fairfield Gardens",1,,1960069
373-5065,BT 26_27-44106,38815707-BT 26_27-44106,"Elizabeth Street Stop 87 near Edward St",0,,3730071
411-5065,BT 26_27-44106,38815708-BT 26_27-44106,"Uni of QLD Chancellors Place",1,,4110047
428-5065,BT 26_27-44106,38815709-BT 26_27-44106,"Uni of QLD Chancellors Place",0,,4280026
345-5065,BT 26_27-44106,38815710-BT 26_27-44106,"Aspley Hypermarket",1,,3450036
199-5065,BT 26_27-44106,38815711-BT 26_27-44106,"Teneriffe, Commercial Rd",0,,1990086
61-5065,BT 26_27-44106,38815712-BT 26_27-44106,"Ashgrove Village",1,,610039
435-5065,BT 26_27-44106,38815713-BT 26_27-44106,"City, Adelaide St",0,,4350046
180-5065,BT 26_27-44106,38815714-BT 26_27-44106,"Garden City interchange",1,,1800016
354-5065,BT 26_27-44106,38815715-BT 26_27-44106,"Brookside Shopping Centre",1,,3540008
232-5065,BT 26_27-44106,38815716-BT 26_27-44106,"Cannon Hill interchange",1,,2320016
232-5065,BT 26_27-44106,38815717-BT 26_27-44106,"City, Edward St",0,,2320018
150-5065,BT 26_27-44106,38815718-BT 26_27-44106,"Browns Plains station",1,,1500068
100-5065,BT 26_27-44106,38815719-BT 26_27-44106,"Forest Lake Village",1,,1000059
325-5065,BT 26_27-44106,38815720-BT 26_27-44106,"Boondall, College Green",1,,3250019
215-5065,BT 26_27-44106,38815721-BT 26_27-44106,"Carindale interchange",1,,2150035
599-5065,BT 26_27-44106,38815722-BT 26_27-44106,"Garden City interchange",0,,5990055
60-5065,BT 26_27-44106,38815723-BT 26_27-44106,"West End Ferry",1,,600075
425-5065,BT 26_27-44106,38815724-BT 26_27-44106,"Kenmore Village, Cedarleigh Rd",1,,4250022
120-5065,BT 26_27-44106,38815725-BT 26_27-44106,"Queen Street station",0,,1200018
411-5065,BT 26_27-44106,38815726-BT 26_27-44106,"City, Adelaide St",0,,4110049
200-5065,BT 26_27-44106,38815727-BT 26_27-44106,"Queen Street station",0,,2000044
230-5065,BT 26_27-44106,38815728-BT 26_27-44106,"Bulimba, Apollo Rd",1,,2300029
204-5065,BT 26_27-44106,38815729-BT 26_27-44106,"Carina, Clem Jones Centre",1,,2040642
377-5065,BT 26_27-44106,38815730-BT 26_27-44106,"Ashgrove Marketplace",1,,3770010
453-5065,BT 26_27-44106,38815731-BT 26_27-44106,"Queen Street station",0,,4530045
412-5065,BT 26_27-44106,38815732-BT 26_27-44106,"St Lucia South",1,,4120005
139-5065,BT 26_27-44106,38815733-BT 26_27-44106,"UQ Lakes station",0,,1390013
599-5065,BT 26_27-44106,38815734-BT 26_27-44106,"Chermside Interchange",0,,5990047
428-5065,BT 26_27-44106,38815735-BT 26_27-44106,"Indooroopilly interchange",1,,4280021
412-5065,BT 26_27-44106,38815736-BT 26_27-44106,"City, Roma St",0,,4120003
475-5065,BT 26_27-44106,38815737-BT 26_27-44106,"Rainworth, Leworthy St",1,,4750028
60-5065,BT 26_27-44106,38815738-BT 26_27-44106,"Teneriffe Ferry",0,,600076
475-5065,BT 26_27-44106,38815739-BT 26_27-44106,"Spring Hill, Wickham Tce",0,,4750023
199-5065,BT 26_27-44106,38815740-BT 26_27-44106,"West End Ferry",1,,1990085
433-5065,BT 26_27-44106,38815741-BT 26_27-44106,"Kenmore, Kilkivan Ave",1,,4330034
230-5065,BT 26_27-44106,38815742-BT 26_27-44106,"Fortitude Valley, Wickham St",0,,2300027
196-5065,BT 26_27-44106,38815743-BT 26_27-44106,"New Farm, Mountford Rd",0,,1960068
180-5065,BT 26_27-44106,38815744-BT 26_27-44106,"Queen Street station",0,,1800017
435-5065,BT 26_27-44106,38815745-BT 26_27-44106,"Brookfield, Kailua St",1,,4350036
120-5065,BT 26_27-44106,38815746-BT 26_27-44106,"Garden City interchange",1,,1200017
202-5065,BT 26_27-44106,38815747-BT 26_27-44106,"Dutton Park station, Cornwall St",0,,2020028
130-5065,BT 26_27-44106,38815748-BT 26_27-44106,"Stretton, Gowan Rd",1,,1300043
444-5065,BT 26_27-44106,38815749-BT 26_27-44106,"Moggill, Moggill Rd",1,,4440064
444-5065,BT 26_27-44106,38815750-BT 26_27-44106,"Queensland Theatre",0,,4440099
100-5065,BT 26_27-44106,38815751-BT 26_27-44106,"Queen Street station",0,,1000060
222-5065,BT 26_27-44106,38815752-BT 26_27-44106,"Carindale interchange",1,,2220025
210-5065,BT 26_27-44106,38815753-BT 26_27-44106,"Fortitude Valley, Ballow St",0,,2100026
460-5065,BT 26_27-44106,38815754-BT 26_27-44106,"Queen Street station",0,,4600062
340-5065,BT 26_27-44106,38815755-BT 26_27-44106,"Woolloongabba station",0,,3400056
361-5065,BT 26_27-44106,38815756-BT 26_27-44106,"Brookside Shopping Centre",1,,3610010
306-5065,BT 26_27-44106,38815757-BT 26_27-44106,"Toombul interchange",1,,3060100
202-5065,BT 26_27-44106,38815758-BT 26_27-44106,"Carindale interchange",1,,2020029
414-5065,BT 26_27-44106,38815759-BT 26_27-44106,"Uni of QLD Chancellors Place",0,,4140010
385-5065,BT 26_27-44106,38815760-BT 26_27-44106,"The Gap park 'n' ride",1,,3850049
192-5065,BT 26_27-44106,38815761-BT 26_27-44106,"King Arthur Tce - Tennyson",1,,1920110
372-5065,BT 26_27-44106,38815762-BT 26_27-44106,"Elizabeth Street Stop 87 near Edward St",0,,3720001
222-5065,BT 26_27-44106,38815763-BT 26_27-44106,"Roma Street station",0,,2220024
106-5065,BT 26_27-44106,38815764-BT 26_27-44106,"Indooroopilly Interchange",0,,1060014
321-5065,BT 26_27-44106,38815765-BT 26_27-44106,"City, Queen St",0,,3210016
471-5065,BT 26_27-44106,38815766-BT 26_27-44106,"Mt Coot-tha Summit Lookout",1,,4710030
390-5065,BT 26_27-44106,38815767-BT 26_27-44106,"Brookside Shopping Centre",1,,3900035
139-5065,BT 26_27-44106,38815768-BT 26_27-44106,"Sunnybank Hills, Calam Rd",1,,1390012
390-5065,BT 26_27-44106,38815769-BT 26_27-44106,"City, Queen St",0,,3900034
199-5065,BT 26_27-44106,38815770-BT 26_27-44106,"Teneriffe, Commercial Rd",0,,1990086
225-5065,BT 26_27-44106,38815771-BT 26_27-44106,"Carindale interchange",0,,2250006
453-5065,BT 26_27-44106,38815772-BT 26_27-44106,"Mt Ommaney Shopping Centre",1,,4530046
381-5065,BT 26_27-44106,38815773-BT 26_27-44106,"Spring Hill, Wickham Tce",0,,3810033
334-5065,BT 26_27-44106,38815774-BT 26_27-44106,"City, Queen St",0,,3340009
140-5065,BT 26_27-44106,38815775-BT 26_27-44106,"Queen Street station",0,,1400052
361-5065,BT 26_27-44106,38815776-BT 26_27-44106,"Elizabeth Street Stop 87 near Edward St",0,,3610011
362-5065,BT 26_27-44106,38815777-BT 26_27-44106,"Ashgrove, Royal Pde",1,,3620031
60-5065,BT 26_27-44106,38815778-BT 26_27-44106,"West End Ferry",1,,600075
300-5065,BT 26_27-44106,38815779-BT 26_27-44106,"Toombul Interchange",1,,3000041
200-5065,BT 26_27-44106,38815780-BT 26_27-44106,"Carindale Heights, Cribb Rd E",1,,2000045
130-5065,BT 26_27-44106,38815781-BT 26_27-44106,"Queen Street station",0,,1300044
140-5065,BT 26_27-44106,38815782-BT 26_27-44106,"Browns Plains station",1,,1400051
204-5065,BT 26_27-44106,38815783-BT 26_27-44106,"Fortitude Valley, Warner St",0,,2040643
340-5065,BT 26_27-44106,38815784-BT 26_27-44106,"Carseldine station",1,,3400055
150-5065,BT 26_27-44106,38815785-BT 26_27-44106,"Queen Street station",0,,1500067
412-5065,BT 26_27-44106,38815786-BT 26_27-44106,"St Lucia South",1,,4120005
385-5065,BT 26_27-44106,38815787-BT 26_27-44106,"Queen Street station",0,,3850045
61-5065,BT 26_27-44106,38815788-BT 26_27-44106,"Coorparoo, Old Cleveland Rd",0,,610037
425-5065,BT 26_27-44106,38815789-BT 26_27-44106,"City, Adelaide St",0,,4250023
196-5065,BT 26_27-44106,38815790-BT 26_27-44106,"Fairfield Gardens",1,,1960069
412-5065,BT 26_27-44106,38815791-BT 26_27-44106,"City, Roma St",0,,4120003
60-5065,BT 26_27-44106,38815792-BT 26_27-44106,"Teneriffe Ferry",0,,600076
369-5065,BT 26_27-44106,38815793-BT 26_27-44106,"Mitchelton station",1,,3690005
152-5065,BT 26_27-44106,38815794-BT 26_27-44106,"Stretton, Harrison St",1,,1520009
372-5065,BT 26_27-44106,38815795-BT 26_27-44106,"Ashgrove Marketplace",1,,3720158
345-5065,BT 26_27-44106,38815796-BT 26_27-44106,"Aspley Hypermarket",1,,3450036
61-5065,BT 26_27-44106,38815797-BT 26_27-44106,"Ashgrove Village",1,,610039
199-5065,BT 26_27-44106,38815798-BT 26_27-44106,"West End Ferry",1,,1990085
350-5065,BT 26_27-44106,38815799-BT 26_27-44106,"Aspley Hypermarket",1,,3500024
300-5065,BT 26_27-44106,38815800-BT 26_27-44106,"Queensland Theatre",0,,3000040
180-5065,BT 26_27-44106,38815801-BT 26_27-44106,"Garden City interchange",1,,1800016
445-5065,BT 26_27-44106,38815802-BT 26_27-44106,"City, Adelaide St",0,,4450076
599-5065,BT 26_27-44106,38815803-BT 26_27-44106,"Dean St",0,,5990048
454-5065,BT 26_27-44106,38815804-BT 26_27-44106,"Queen Street station",0,,4540022
112-5065,BT 26_27-44106,38815805-BT 26_27-44106,"PA Hospital station",0,,1120024
150-5065,BT 26_27-44106,38815806-BT 26_27-44106,"Browns Plains station",1,,1500068
100-5065,BT 26_27-44106,38815807-BT 26_27-44106,"Forest Lake Village",1,,1000059
590-5065,BT 26_27-44106,38815808-BT 26_27-44106,"Toombul Interchange",0,,5900007
460-5065,BT 26_27-44106,38815809-BT 26_27-44106,"Heathwood, Parkwood Dr",1,,4600063
120-5065,BT 26_27-44106,38815810-BT 26_27-44106,"Queen Street station",0,,1200018
468-5065,BT 26_27-44106,38815811-BT 26_27-44106,"Oxley station",1,,4680021
200-5065,BT 26_27-44106,38815812-BT 26_27-44106,"Queen Street station",0,,2000044
204-5065,BT 26_27-44106,38815813-BT 26_27-44106,"Carina, Clem Jones Centre",1,,2040642
235-5065,BT 26_27-44106,38815814-BT 26_27-44106,"Bulimba, Apollo Rd",1,,2350037
415-5065,BT 26_27-44106,38815815-BT 26_27-44106,"City, Adelaide St",0,,4150023
417-5065,BT 26_27-44106,38815816-BT 26_27-44106,"Long Pocket",1,,4170008
199-5065,BT 26_27-44106,38815817-BT 26_27-44106,"Teneriffe, Commercial Rd",0,,1990086
235-5065,BT 26_27-44106,38815818-BT 26_27-44106,"Fortitude Valley, Wickham St",0,,2350036
334-5065,BT 26_27-44106,38815819-BT 26_27-44106,"Chermside Interchange",1,,3340008
112-5065,BT 26_27-44106,38815820-BT 26_27-44106,"Griffith University station",1,,1120025
454-5065,BT 26_27-44106,38815821-BT 26_27-44106,"Riverhills West",1,,4540023
